"name","total","id"
"Malawi",0.862013012,"MWI"
"Malaysia",4.36868833,"MYS"
"Mali",1.538975229,"MLI"
"Malta",4.74563293,"MLT"
"Martinique",4.524249354,"MTQ"
"Mauritania",2.468969023,"MRT"
"Mauritius",3.358454015,"MUS"
"Mexico",2.60192,"MEX"
"Micronesia, Federated States of",4.668686396,"FSM"
"Moldova",1.807507417,"MDA"
"Mongolia",9.187027482,"MNG"
"Montenegro",3.425847579,"MNE"
"Morocco",1.771788682,"MAR"
"Mozambique",0.870259097,"MOZ"
"Myanmar",1.447793828,"MMR"
"Namibia",2.202049852,"NAM"
"Nepal",0.987133048,"NPL"
"Netherlands",5.645801068,"NLD"
"New Zealand",5.129108939,"NZL"
"Nicaragua",1.487361532,"NIC"
"Niger",1.617128588,"NER"
"Nigeria",1.147544588,"NGA"
"Norway",5.579332322,"NOR"
"Oman",5.722993118,"OMN"
"Pakistan",0.777679332,"PAK"
"Panama",2.493830797,"PAN"
"Papua New Guinea",1.67932364,"PNG"
"Paraguay",3.489990887,"PRY"
"Peru",2.351776695,"PER"
"Philippines",1.085745356,"PHL"
"Poland",4.310500275,"POL"
"Portugal",3.668282828,"PRT"
"Qatar",13.74753827,"QAT"
"Reunion",4.697618133,"REU"
"Romania",2.70615253,"ROU"
"Russian Federation",5.624010873,"RUS"
"Rwanda",0.830015474,"RWA"
"Saint Lucia",2.153619011,"LCA"
"Samoa",2.357926002,"WSM"
"Sao Tome and Principe",1.729240149,"STP"
"Senegal",1.127169431,"SEN"
"Serbia",3.075830062,"SRB"
"Sierra Leone",1.260558187,"SLE"
"Singapore",6.598359247,"SGP"
"Slovakia",4.46027307,"SVK"
"Slovenia",4.736866871,"SVN"
"Somalia",1.254311283,"SOM"
"South Africa",3.345804222,"ZAF"
"South Sudan",1.582817238,"SSD"
"Spain",3.993022874,"ESP"
"Sri Lanka",1.44402553,"LKA"
"Sudan",1.140448936,"SDN"
"Suriname",4.08288119,"SUR"
"Swaziland",2.449657049,"SWZ"
"Sweden",6.14622448,"SWE"
"Switzerland",5.147435509,"CHE"
"Syrian Arab Republic",1.609223589,"SYR"
"Tajikistan",0.937250854,"TJK"
"Tanzania, United Republic of",1.452237212,"TZA"
"Thailand",2.653328539,"THA"
"Timor-Leste",0.772315078,"TLS"
"Togo",1.074929035,"TGO"
"Tonga",2.711445397,"TON"
"Trinidad and Tobago",7.638809515,"TTO"
"Tunisia",2.177492556,"TUN"
"Turkey",3.273455642,"TUR"
"Turkmenistan",5.583262332,"TKM"
"Uganda",1.202732918,"UGA"
"Ukraine",3.230438184,"UKR"
"United Arab Emirates",9.530288538,"ARE"
"United Kingdom",4.93109316,"GBR"
"United States of America",8.384870418,"USA"
"Uruguay",3.300665518,"URY"
"Uzbekistan",2.171552956,"UZB"
"Venezuela, Bolivarian Republic of",3.332999358,"VEN"
"Viet Nam",1.705642662,"VNM"
"World",2.866024334,"WORLD"
"Yemen",0.983554528,"YEM"
"Zambia",0.9975263,"ZMB"
"Zimbabwe",1.140061799,"ZWE"
