"country","footprint","country_3_code"
"Mali",9386484.727,"MLI"
"Malta",1313206.4,"MLT"
"Martinique",821641.6552,"MTQ"
"Mauritania",3697786.585,"MRT"
"Mauritius",1542075.148,"MUS"
"Mexico",182538948.1,"MEX"
"Mongolia",10958701.7,"MNG"
"Morocco",22231111.55,"MAR"
"Mozambique",10558649.24,"MOZ"
"Namibia",1818465.684,"NAM"
"Nepal",11998210.01,"NPL"
"Netherlands",94853849.93,"NLD"
"New Zealand",16145685.56,"NZL"
"Nicaragua",6678906.385,"NIC"
"Niger",11580783.96,"NER"
"Nigeria",81691428.49,"NGA"
"Norway",38309869.19,"NOR"
"Pakistan",50069321.21,"PAK"
"Panama",5009736.667,"PAN"
"Papua New Guinea",6167935.106,"PNG"
"Paraguay",13226816.73,"PRY"
"Peru",34183753.19,"PER"
"Philippines",56601439.24,"PHL"
"Poland",219677911.1,"POL"
"Portugal",27989137.16,"PRT"
"Guinea-Bissau",1350916.25,"GNB"
"Timor-Leste",322875.6011,"TLS"
"Qatar",1755326.129,"QAT"
"Zimbabwe",12073862.82,"ZWE"
"Reunion",840268.9862,"REU"
"Romania",110319148.8,"ROU"
"Rwanda",4967604.052,"RWA"
"Saint Lucia",168042.6472,"LCA"
"Sao Tome and Principe",86392.78081,"STP"
"Senegal",8383586.061,"SEN"
"Sierra Leone",4000202.334,"SLE"
"Singapore",8656330.246,"SGP"
"Somalia",9002348.185,"SOM"
"South Africa",110164657.2,"ZAF"
"Spain",151377774.8,"ESP"
"Sudan (former)",38532624.98,""
"Swaziland",1493558.845,"SWZ"
"Sweden",58648032.08,"SWE"
"Switzerland",37998974.41,"CHE"
"Syrian Arab Republic",17409655.95,"SYR"
"Tanzania, United Republic of",27189530.27,"TZA"
"Thailand",52841936.5,"THA"
"Togo",2968032.804,"TGO"
"Tonga",145804.2754,"TON"
"Trinidad and Tobago",4889657.087,"TTO"
"Tunisia",9833576.06,"TUN"
"Turkey",94261280.03,"TUR"
"United Arab Emirates",6965241.909,"ARE"
"Uganda",23328080.13,"UGA"
"USSR",1641576182,"SUUH"
"United Kingdom",324997246.5,"GBR"
"United States of America",2265471675,"USA"
"Burkina Faso",8547498.268,"BFA"
"Uruguay",16656349.49,"URY"
"Venezuela, Bolivarian Republic of",55512594.37,"VEN"
"Viet Nam",37492208.37,"VNM"
"Samoa",266814.6121,"WSM"
"Yugoslav SFR",73180089.43,"YUG"
"Yemen",6922958.257,"YEM"
"Congo, Democratic Republic of",25190854.16,"COD"
"Zambia",7279952.396,"ZMB"
"Belgium",72614567.85,"BEL"
"Luxembourg",5254496.195,"LUX"
"China",1345903895,"CHN"
"World",12283530314,"WORLD"
