"name","total","id"
"Malaysia",4.422594097,"MYS"
"Mali",1.538089365,"MLI"
"Malta",4.888544214,"MLT"
"Martinique",4.467807219,"MTQ"
"Mauritania",2.303236601,"MRT"
"Mauritius",3.495044293,"MUS"
"Mexico",2.548578354,"MEX"
"Micronesia, Federated States of",5.68478836,"FSM"
"Moldova",1.927385013,"MDA"
"Mongolia",9.49986957,"MNG"
"Montenegro",3.416702745,"MNE"
"Montserrat",4.626123841,"MSR"
"Morocco",1.749562583,"MAR"
"Mozambique",0.869687212,"MOZ"
"Myanmar",1.548677784,"MMR"
"Namibia",2.086595475,"NAM"
"Nepal",1.026344543,"NPL"
"Netherlands",5.923473087,"NLD"
"Nicaragua",1.475227205,"NIC"
"Niger",1.755182759,"NER"
"Nigeria",1.115306778,"NGA"
"Norway",6.032746434,"NOR"
"Oman",6.315752258,"OMN"
"Pakistan",0.788661662,"PAK"
"Panama",2.32487834,"PAN"
"Papua New Guinea",1.849228212,"PNG"
"Paraguay",3.675733926,"PRY"
"Peru",2.294237472,"PER"
"Philippines",1.104289718,"PHL"
"Poland",4.442619659,"POL"
"Portugal",3.687876485,"PRT"
"Qatar",15.65398181,"QAT"
"Reunion",5.433471441,"REU"
"Romania",2.798524692,"ROU"
"Russian Federation",5.568220041,"RUS"
"Rwanda",0.775231504,"RWA"
"Saint Lucia",2.051343528,"LCA"
"Samoa",2.386064846,"WSM"
"Sao Tome and Principe",1.785786411,"STP"
"Saudi Arabia",6.002629332,"SAU"
"Senegal",1.111991705,"SEN"
"Serbia",2.918717046,"SRB"
"Sierra Leone",1.226873206,"SLE"
"Singapore",5.85738805,"SGP"
"Slovakia",4.195545513,"SVK"
"Slovenia",4.675454359,"SVN"
"Somalia",1.2088653,"SOM"
"South Africa",3.415378922,"ZAF"
"South Sudan",1.542089326,"SSD"
"Spain",3.805943048,"ESP"
"Sri Lanka",1.531969411,"LKA"
"Sudan",1.21832635,"SDN"
"Suriname",3.635389806,"SUR"
"Swaziland",2.398095319,"SWZ"
"Sweden",6.591055088,"SWE"
"Switzerland",4.850440134,"CHE"
"Syrian Arab Republic",1.46057601,"SYR"
"Tajikistan",0.968447238,"TJK"
"Tanzania, United Republic of",1.466763219,"TZA"
"Thailand",2.492449712,"THA"
"Timor-Leste",0.566357047,"TLS"
"Togo",1.106773529,"TGO"
"Tonga",3.302010847,"TON"
"Trinidad and Tobago",6.689615088,"TTO"
"Tunisia",2.172339815,"TUN"
"Turkey",3.20786067,"TUR"
"Turkmenistan",5.563078698,"TKM"
"Uganda",1.186947869,"UGA"
"Ukraine",2.963994838,"UKR"
"United Arab Emirates",9.752580855,"ARE"
"United Kingdom",4.799216134,"GBR"
"United States of America",8.366051558,"USA"
"Uruguay",2.981182412,"URY"
"Uzbekistan",2.170705887,"UZB"
"Vanuatu",3.796226007,"VUT"
"Venezuela, Bolivarian Republic of",3.271243368,"VEN"
"Viet Nam",1.73407381,"VNM"
"World",2.835469373,"WORLD"
"Yemen",1.007929652,"YEM"
"Zambia",0.953958895,"ZMB"
"Zimbabwe",1.0881328,"ZWE"
